name,slug,brand,category,gender,price,stock,description,imageKey,source,externalName,confidence
"Khamrah Dukhan",lattafa-khamrah-dukhan,"Lattafa",decants,,25650,0,"El nuevo Khamrah Dukhan 100ml de Lattafa Perfumes es una obra maestra gourmand embriagadora y ahumada que cautiva los sentidos con su calidez misteriosa y su encanto picante y dulce. Una evolución más profunda y oscura de la línea Khamrah, Khamrah Dukhan fusiona la riqueza oriental con la sensualidad moderna, perfecta para quienes desean un aroma audaz y lujoso que deje un rastro duradero de misterio y elegancia. La fragancia se abre con la intensidad ardiente del pimiento y las especias cálidas",products/lattafa/khamrah-dukhan/01.jpg,local-assets+disfragancias,"Lattafa Khamrah Dukhan",0.8
"Khamrah Qahwa",lattafa-khamrah-qahwa,"Lattafa",decants,,25650,0,"El nuevo Khamrah Dukhan 100ml de Lattafa Perfumes es una obra maestra gourmand embriagadora y ahumada que cautiva los sentidos con su calidez misteriosa y su encanto picante y dulce. Una evolución más profunda y oscura de la línea Khamrah, Khamrah Dukhan fusiona la riqueza oriental con la sensualidad moderna, perfecta para quienes desean un aroma audaz y lujoso que deje un rastro duradero de misterio y elegancia. La fragancia se abre con la intensidad ardiente del pimiento y las especias cálidas",products/lattafa/khamrah-qahwa/01.jpg,local-assets+disfragancias,"Lattafa Khamrah Dukhan",0.55
"Lattafaeclairepistacheboxandbottle",lattafa-lattafaeclairepistacheboxandbottle,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/lattafaeclairepistacheboxandbottle/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"Lattafamusamamblackintenseedp100mlsprayboxbottle",lattafa-lattafamusamamblackintenseedp100mlsprayboxbottle,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/lattafamusamamblackintenseedp100mlsprayboxbottle/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"Mayar Natural Intense",lattafa-mayar-natural-intense,"Lattafa",decants,,25650,0,"Mayar Cherry Intense de Lattafa Perfumes es una fragancia opulenta y envolvente de la familia Oriental Vainilla, diseñada para hombres y mujeres que desean una experiencia olfativa dulce y sofisticada. Lanzada en 2024, esta creación destaca por su carácter gourmand con un toque moderno y sensual. La apertura es fresca y frutal, con notas de fresa y bergamota, que brindan un inicio vibrante y jugoso. En el corazón, el delicioso Cherry Jam se combina con la intensidad del cacao, creando un contras",products/lattafa/mayar-natural-intense/01.jpg,local-assets+disfragancias,"lattafa mayar cherry intense",0.64
"Musamam White",lattafa-musamam-white,"Lattafa",decants,,23750,0,"El Lujo Oscuro en su Máxima Intensidad Musamam Black Intense de Lattafa es una obra maestra de la perfumería moderna que desafía los límites de lo convencional. Lanzada en 2025 , esta fragancia Amaderada Aromática es una creación del maestro perfumista Jordi Fernández , diseñada para quienes buscan una firma olfativa con carácter, misterio y una sofisticación imponente. Es un perfume que equilibra la frescura herbal con una base densa y resinosa, utilizando ingredientes exclusivos para lograr un",products/lattafa/musamam-white/01.jpg,local-assets+disfragancias,"Lattafa Musamam Black Intense",0.52
"Yara Candy",lattafa-yara-candy,"Lattafa",,,310000,0,"Descubre la combinación perfecta de dulzura y sofisticación con el set de regalo Yara &amp; Yara Candy de Lattafa. Dos fragancias irresistibles que envuelven la piel en notas afrutadas, cremosas y envolventes, diseñadas para quienes buscan un aroma vibrante y seductor. Yara EDP 100 ml Un perfume tropical y cálido que se abre con la suavidad floral del heliotropo y la orquídea, envuelta en la frescura cítrica de la mandarina. En el corazón, un acorde gourmand y frutas tropicales aportan un toque",products/lattafa/yara-candy/01.jpg,local-assets+disfragancias,"Set Lattafa Yara + Lattafa Yara candy",0.7
"Yara Moi",lattafa-yara-moi,"Lattafa",decants,,25000,0,"Un Elixir de Dulzura y Misterio Prepárate para ser envuelta en una estela irresistiblemente deliciosa y sofisticada . Yara Elixir no es solo un perfume, es una declaración de elegancia gourmand que te hará destacar. Desde el primer instante, tus sentidos son cautivados por un arranque sorprendentemente tentador: la jugosa y ácida Grosella Negra se fusiona con la dulzura nostálgica y acaramelada de la nota de Malvaviscos con Fresa ( Strawberry S’mores ), creando una apertura adictiva y única. El",products/lattafa/yara-moi/01.jpg,local-assets+disfragancias,"Lattafa Yara Elixir",0.55
"Yaraelixirbottlebox",lattafa-yaraelixirbottlebox,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/yaraelixirbottlebox/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"Myyaragiftset",lattafa-myyaragiftset,"Lattafa",decants,,20900,0,"Este perfume se encuentra inspirado en Acqua Di Gio Profumo de Giorgio Armani Suqraat es una fragancia elegante y atemporal que cautiva por su naturaleza opaca. Hay algunas notas que se pueden sentir inmediatamente como almizcle y lavanda que son la base del perfume. Esto se puede sentir a medida que crece en madurez.",products/lattafa/myyaragiftset/01.jpg,local-assets+disfragancias,"Lattafa Suqraat",0.4
"14",orientica-14,"Orientica",decants,,38000,0,"El Susurro Sedoso del Atardecer Desert Dusk es una fragancia hipnótica que captura la serena belleza del crepúsculo , el momento en que el desierto se vuelve suave y soñador. Esta mezcla elegante es la quintaesencia de la calma, el confort y el lujo discreto . La fragancia se despliega con la delicadeza de flores blancas , bañadas por un acorde atalcado que evoca la sensación de un velo suave y sedoso. Este inicio tranquilo te transporta a la quietud del atardecer. En el corazón, Desert Dusk se",products/orientica/14/01.jpg,local-assets+disfragancias,"Orientica Desert Dusk",0.4
"Ambernoir Grande",orientica-ambernoir-grande,"Orientica",decants,,38000,0,"El Susurro Sedoso del Atardecer Desert Dusk es una fragancia hipnótica que captura la serena belleza del crepúsculo , el momento en que el desierto se vuelve suave y soñador. Esta mezcla elegante es la quintaesencia de la calma, el confort y el lujo discreto . La fragancia se despliega con la delicadeza de flores blancas , bañadas por un acorde atalcado que evoca la sensación de un velo suave y sedoso. Este inicio tranquilo te transporta a la quietud del atardecer. En el corazón, Desert Dusk se",products/orientica/ambernoir-grande/01.jpg,local-assets+disfragancias,"Orientica Desert Dusk",0.4
"Oudsaffron Grande",orientica-oudsaffron-grande,"Orientica",decants,,38000,0,"El Susurro Sedoso del Atardecer Desert Dusk es una fragancia hipnótica que captura la serena belleza del crepúsculo , el momento en que el desierto se vuelve suave y soñador. Esta mezcla elegante es la quintaesencia de la calma, el confort y el lujo discreto . La fragancia se despliega con la delicadeza de flores blancas , bañadas por un acorde atalcado que evoca la sensación de un velo suave y sedoso. Este inicio tranquilo te transporta a la quietud del atardecer. En el corazón, Desert Dusk se",products/orientica/oudsaffron-grande/01.jpg,local-assets+disfragancias,"Orientica Desert Dusk",0.4
"Royalamber",orientica-royalamber,"Orientica",decants,,38000,0,"El Susurro Sedoso del Atardecer Desert Dusk es una fragancia hipnótica que captura la serena belleza del crepúsculo , el momento en que el desierto se vuelve suave y soñador. Esta mezcla elegante es la quintaesencia de la calma, el confort y el lujo discreto . La fragancia se despliega con la delicadeza de flores blancas , bañadas por un acorde atalcado que evoca la sensación de un velo suave y sedoso. Este inicio tranquilo te transporta a la quietud del atardecer. En el corazón, Desert Dusk se",products/orientica/royalamber/01.jpg,local-assets+disfragancias,"Orientica Desert Dusk",0.4
"Royalbleu Grande",orientica-royalbleu-grande,"Orientica",decants,,38000,0,"El Susurro Sedoso del Atardecer Desert Dusk es una fragancia hipnótica que captura la serena belleza del crepúsculo , el momento en que el desierto se vuelve suave y soñador. Esta mezcla elegante es la quintaesencia de la calma, el confort y el lujo discreto . La fragancia se despliega con la delicadeza de flores blancas , bañadas por un acorde atalcado que evoca la sensación de un velo suave y sedoso. Este inicio tranquilo te transporta a la quietud del atardecer. En el corazón, Desert Dusk se",products/orientica/royalbleu-grande/01.jpg,local-assets+disfragancias,"Orientica Desert Dusk",0.4
"Velvetgold Grande",orientica-velvetgold-grande,"Orientica",decants,,38000,0,"El Susurro Sedoso del Atardecer Desert Dusk es una fragancia hipnótica que captura la serena belleza del crepúsculo , el momento en que el desierto se vuelve suave y soñador. Esta mezcla elegante es la quintaesencia de la calma, el confort y el lujo discreto . La fragancia se despliega con la delicadeza de flores blancas , bañadas por un acorde atalcado que evoca la sensación de un velo suave y sedoso. Este inicio tranquilo te transporta a la quietud del atardecer. En el corazón, Desert Dusk se",products/orientica/velvetgold-grande/01.jpg,local-assets+disfragancias,"Orientica Desert Dusk",0.4
